gsm,series_id,organism_ch1,title,source_name_ch1,characteristics_ch1,platform_id,library_strategy,library_source,instrument_model,molecule_ch1,submission_date,singlecellprobability,metadata_archs4_file,archs4_version,split,study_exposure,species
GSM3615662,GSE126865,Homo sapiens,Subject 11006 Pre,Skeletal muscle biopsy,"group: before bed rest,tissue: Vastus lateralis",GPL16791,RNA-Seq,transcriptomic,Illumina HiSeq 2500,total RNA,Feb 21 2019,0.01728106951358531,human_gene_v2.5.h5,2.5,val,seen_study,human
GSM3615663,GSE126865,Homo sapiens,Subject 11006 Post,Skeletal muscle biopsy,"group: 10 days after bed rest,tissue: Vastus lateralis",GPL16791,RNA-Seq,transcriptomic,Illumina HiSeq 2500,total RNA,Feb 21 2019,0.006757225271645865,human_gene_v2.5.h5,2.5,train,seen_study,human
GSM3615664,GSE126865,Homo sapiens,Subject 12003 Pre,Skeletal muscle biopsy,"group: before bed rest,tissue: Vastus lateralis",GPL16791,RNA-Seq,transcriptomic,Illumina HiSeq 2500,total RNA,Feb 21 2019,0.0168583359227708,human_gene_v2.5.h5,2.5,train,seen_study,human
GSM3615665,GSE126865,Homo sapiens,Subject 12003 Post,Skeletal muscle biopsy,"group: 10 days after bed rest,tissue: Vastus lateralis",GPL16791,RNA-Seq,transcriptomic,Illumina HiSeq 2500,total RNA,Feb 21 2019,0.030060324696649234,human_gene_v2.5.h5,2.5,train,seen_study,human
GSM3615666,GSE126865,Homo sapiens,Subject 12005 Pre,Skeletal muscle biopsy,"group: before bed rest,tissue: Vastus lateralis",GPL16791,RNA-Seq,transcriptomic,Illumina HiSeq 2500,total RNA,Feb 21 2019,0.00420800921011371,human_gene_v2.5.h5,2.5,val,seen_study,human
GSM3615667,GSE126865,Homo sapiens,Subject 12005 Post,Skeletal muscle biopsy,"group: 10 days after bed rest,tissue: Vastus lateralis",GPL16791,RNA-Seq,transcriptomic,Illumina HiSeq 2500,total RNA,Feb 21 2019,0.014354219381449105,human_gene_v2.5.h5,2.5,train,seen_study,human
